Raca,Idade,PN,Brix,Isolamento,Sexo,Novilha,GMD_base,GMD,Peso
Guzerá,72,21.999577043797395,23.31836137106007,0,1,0,0.37957749947077285,0.4608830566788697,53.841999264379176
Nelore,157,23.848656770365352,24.05294669120668,2,0,0,0.4742685354526178,0.3162288178931505,71.91236121924334
Guzerá,110,27.695460136429308,26.942933441120655,1,1,1,0.2731739901933653,0.23311812853331998,52.778327509508294
Angus/Simental,80,26.2915025822674,18.566946420564843,1,0,1,0.46880013153228883,0.35432782833835874,48.95726934824647
Nelore,168,29.71893684436441,20.636203445318166,2,0,1,0.7298192409978513,0.5053481350956971,114.38821955282519
Nelore,153,27.326709297861616,25.091823019453557,0,0,0,0.758359824409967,0.7955317942884275,151.6123982618588
Nelore,58,33.57886312407969,23.6006616780182,2,0,0,0.5592726205223953,0.44202492766940565,63.27341204731571
Nelore,98,27.272861267961435,26.28743673054684,3,1,0,0.46761712340934886,0.3947546634746502,61.22270291868431
Cruzado ½ sangue,88,35.63793685700758,19.08197041056161,2,0,0,0.6071706181960882,0.47583697028734306,75.50810834419589
Holandês/Girolando,114,38.01543079381104,25.428514705085284,1,1,1,0.7804610332859319,1.0090453099475503,150.91101147539544
Cruzado ½ sangue,60,33.454992613944576,28.366334477509888,0,1,0,0.583417207819575,0.6101406647606736,70.42773606839911
Cruzado ½ sangue,44,35.947346123680205,25.947274188597135,2,1,0,0.6661397253745859,0.49554011744091403,54.70168012138929
Guzerá,164,24.61233285102626,24.55644695904637,0,1,1,0.49878817520428126,0.40090651144566714,94.56665884993237
Cruzado ½ sangue,166,36.98621953799362,23.616465589736116,2,1,1,0.5774306062908856,0.5864077472859925,134.43871176668273
Nelore,151,25.522057430127308,20.660595388913993,0,1,0,0.4973807254008129,0.6686181315132912,126.17552956538624
Nelore,176,30.031074948954327,23.712005630240846,2,1,1,0.5793320871685509,0.4732123231192043,117.29822815239123
Nelore,134,32.22923902975749,29.038823411521623,3,1,0,0.4523111863612559,0.5157048067551362,101.29356407473738
Cruzado ½ sangue,137,35.64014996716134,23.523885973599498,2,1,0,0.6896902280185868,0.7390651999531893,137.892840876995
Holandês/Girolando,137,49.58222438367705,20.44078404260636,5,0,0,0.6257684196403441,0.4074915772466697,103.53157478324067
Nelore,87,26.32796238941269,22.031011644938456,1,1,1,0.5627367304648231,0.5269630510530572,68.74749266839271
Holandês/Girolando,82,33.10425374325706,24.80340118910372,0,0,1,0.8391556951093844,0.8172321156008441,98.5913831437657
Nelore,44,25.51982712026708,22.50594401127661,2,1,0,0.5331807954773048,0.5913891492721495,57.00838928560371
Cruzado ½ sangue,116,35.641770266193745,25.941213132252564,1,1,0,0.7411784774211192,0.8078444689332259,130.93428103316535
Guzerá,52,27.493768802808134,26.09137504299612,1,1,0,0.3297568786910363,0.3107949646331329,44.34144405650867
Guzerá,47,26.30676997894225,27.555932721618593,0,1,0,0.4553155137041435,0.5194908153852759,48.281904826587215
Guzerá,105,22.63112885267861,29.694237889060133,1,1,1,0.5026304190022269,0.6615199711581011,94.36885282673884
Holandês/Girolando,74,43.834336466645304,27.983434897489442,1,1,0,0.9011830281087428,0.9602470016874171,111.49838140572969
Guzerá,40,22.32588566704838,20.26304374340816,2,0,1,0.31380455209031044,0.25787667372773593,28.723311491951865
Nelore,147,33.05632353831915,20.38586221369491,0,0,0,0.5403790138107224,0.5803415372180508,116.9693117021685
Nelore,155,39.00103448098953,23.696914094160704,0,0,0,0.6956688850916264,0.7209313327997641,155.63161834485658
Angus/Simental,31,39.64903015957198,22.195298571042343,2,0,0,0.6297226533943097,0.5588091625375999,61.7168497792191
Angus/Simental,2,40.623986610459845,19.44669309215623,2,1,1,0.695523536801048,0.7072081730113587,40.910310635856206
Cruzado ½ sangue,61,31.02856092441776,22.233232823308022,4,1,0,0.6764912883561094,0.64144913282758,68.47146048140519
Nelore,143,22.664253376196143,22.101948265523845,0,1,0,0.568450855372278,0.6567662301442495,112.48091918542437
Angus/Simental,151,35.287762866364,21.312609040955177,0,0,0,0.9000636046772577,0.843187820715337,162.80420060818008
Cruzado ½ sangue,25,28.628419035605003,22.736842055379977,1,1,1,0.6893321191080555,0.7066505076626931,46.69971360714263
Cruzado ½ sangue,139,27.211981694339936,28.713803401273324,4,0,1,0.7860550185065641,0.592121990391664,111.49082899427351
Guzerá,21,31.167079825986946,24.796952164996956,1,1,1,0.4657992060555584,0.4317326374779463,42.51023399633673
Nelore,70,29.955018813090206,33.88723630422188,4,1,0,0.47594745887497036,0.6210240094806995,72.93314468257759
Nelore,179,30.32890653214894,24.682032744078597,3,0,1,0.5274276806980365,0.24766764156956744,76.05148406000046
Angus/Simental,35,36.609399356616876,22.839736904250994,0,0,0,0.5867031442627257,0.6650636467958263,58.135029824854456
Holandês/Girolando,28,39.13564458778282,24.016531530619464,1,0,0,0.735603845064161,0.6306232325850935,58.13570143356715
Nelore,76,32.37592738783766,25.02596791377416,3,0,0,0.5114121887244755,0.40795976369949555,62.11278923353793
Guzerá,111,25.902988643914355,25.741015828684255,1,0,0,0.4361800545021398,0.6091490876867232,94.66718366705797
Holandês/Girolando,167,42.653469690123664,32.30684530343609,2,0,1,0.7373457171064153,0.5589698881273625,136.94769432060662
Nelore,176,28.313984957542445,20.618718140089726,0,0,1,0.4356284222025712,0.3329560460965696,87.08625813477634
Angus/Simental,13,36.46031199170579,27.436184232710943,0,0,0,0.8086077545934164,0.8180790240867102,49.0816886002314
Cruzado ½ sangue,25,27.372343337592554,24.831002390456497,2,0,0,0.5873828872659503,0.4452675354363544,34.5780340450997
Cruzado ½ sangue,142,25.08900375053149,17.71560902971753,0,1,1,0.7675006088503602,0.8546563349850193,143.78791277285188
Guzerá,49,25.215314296800795,27.082795128379054,1,0,1,0.4626899300681911,0.34809316543988567,41.596730219472605
Holandês/Girolando,159,40.282483459966166,29.07049424321562,5,1,1,0.7526696116541614,0.6441313713525395,139.09121303583663
Holandês/Girolando,119,33.56934981645605,20.57129438489028,0,0,0,0.7006496729838843,0.5914571312096593,102.93558714401874
Holandês/Girolando,21,39.827625674826834,23.964264528432118,0,0,0,0.7655487154771661,0.6249307243616923,52.014595148728496
Nelore,150,29.188133970466758,17.098582951969185,1,0,1,0.5609946892147628,0.4508730568024572,100.09330195750208
Guzerá,32,19.531975981821862,18.964774161262653,3,1,1,0.34197724582739186,0.11542616710690953,23.581947584971623
Nelore,76,25.797063691821744,28.19211831046901,2,0,0,0.6508793539242133,0.7047251035663873,81.92974550302687
Holandês/Girolando,99,42.03631946867734,22.13433397597026,4,1,0,0.6699164639173407,0.4548008526296813,87.81579067604008
Guzerá,90,27.16117618818723,19.564788100247842,2,0,0,0.5750040273487073,0.4071186685355471,62.4626881783063
Nelore,123,24.96213779260084,24.91784145783372,1,1,0,0.6190246476868857,0.6849499214405219,109.5452701491513
Nelore,117,29.554568176749072,21.910350274275906,0,0,1,0.47267035189886586,0.3835819364424572,76.257220575347
Holandês/Girolando,178,45.11203612680236,22.116713368897855,1,0,0,0.5747985284048409,0.41356091755322827,121.70938276738345
Nelore,179,31.719755356468145,26.957304102699613,1,1,0,0.6155355101449005,0.8156472511560564,177.38983815606613
Angus/Simental,93,37.5712139584373,19.353066564262612,1,0,0,0.6851263616177908,0.5597017904935501,85.50470386470509
Holandês/Girolando,18,37.660118433378535,20.378539149272672,1,0,1,0.7876893671386472,0.6867458208374685,45.72703756489821
Guzerá,131,24.111966546996488,24.616319968595473,1,1,0,0.4830709104280128,0.4985681487567213,88.60836250883476
Holandês/Girolando,175,42.33909891454829,27.87763916299282,1,0,0,0.7976921244065532,0.8262721348898651,181.09196876740475
Nelore,57,29.682863906000108,28.9526412059594,3,0,0,0.5923304484209102,0.5232239276865137,63.994388948473464
Angus/Simental,83,40.832318027459905,21.339753118553507,2,0,0,0.7531171242771271,0.6056525474957537,92.59381254810678
Holandês/Girolando,77,40.65936906560576,27.74950786767859,3,0,0,0.6369887121448685,0.5024215504847611,77.75666092918925
Cruzado ½ sangue,10,36.27505580138977,20.863430826118364,1,1,0,0.6655670375467668,0.6721401045156582,40.22233786152436
Nelore,121,29.33107386535195,31.3048373876272,1,1,1,0.669285271495271,0.7328117061264103,120.57158804658788
Holandês/Girolando,64,43.92344358065843,19.464915898321088,3,1,1,0.6737652222537183,0.48022930086167226,71.87402594667793
Holandês/Girolando,141,44.35411385183319,29.313915243166925,1,0,0,0.7410850610236435,0.8771617360504399,165.48835172594258
Angus/Simental,149,34.37963016398834,21.374055572725105,2,1,1,0.7253314087687162,0.6083448489174108,123.10814780261582
Holandês/Girolando,148,30.959279765646272,32.0529858191784,1,1,0,0.6943294649157236,0.7407354848135529,140.8733500544879
Holandês/Girolando,75,47.71746428007277,26.36528291540994,1,0,0,0.8781922370479044,0.7541236477032649,105.82873145568614
Nelore,58,29.898305557492915,19.935933882367113,1,1,1,0.6701730031039552,0.54719214993744,64.6171308374036
Guzerá,135,20.856542313511635,21.911046081829973,1,1,0,0.5075433624435932,0.46441118188104313,86.16448011481921
Holandês/Girolando,144,36.430902513906446,27.12472482089497,1,1,0,0.704662220112644,0.6642698123412935,132.08768976413955
Guzerá,88,28.315622877109487,28.210577670462246,0,0,0,0.43332230216265794,0.41260289557119595,67.17598262176556
Nelore,160,28.021131091034874,23.71713763310215,1,0,0,0.5327028453735048,0.4178199183386099,93.19481899027156
Cruzado ½ sangue,26,30.95175432272349,24.178633123853867,0,1,1,0.6740337566303477,0.7590352165815922,46.13450491768997
Angus/Simental,158,44.30396837140835,27.033412130576263,1,1,0,0.8178205628004497,0.7922486754361323,167.801431411041
Nelore,18,25.33449498765666,24.52719370804328,2,0,0,0.624922089691092,0.47847123763102534,31.931325979324402
Holandês/Girolando,28,36.00923321122583,18.825980562646496,0,0,0,0.5524352085709814,0.5146496605668929,48.83945602760089
Nelore,96,29.739852662668937,20.74810390143928,1,1,1,0.6476982730678632,0.7096215911664453,95.46508859154297
Cruzado ½ sangue,13,34.56181972821553,24.94047977260666,3,0,0,0.6302348952684692,0.5333059487025145,40.342023117398945
Nelore,10,30.73720062019256,28.861929665990775,3,0,0,0.45130086443224626,0.3370495613732302,35.65773926915881
Cruzado ½ sangue,1,36.64495217827579,30.46392969664819,1,1,0,0.7870023211175114,0.7162865989133134,41.64938153384553
Cruzado ½ sangue,79,33.794314482726065,27.1181176830858,0,0,0,0.8009606896411748,0.7197802482182497,86.34358790632024
Cruzado ½ sangue,139,34.95753575575364,25.149163044145453,3,0,0,0.6690121680574727,0.4530376989425937,94.7104393415223
Nelore,7,28.09276759239721,26.995255543929908,1,0,0,0.6208793601905236,0.6954179691721711,30.982077729781988
Angus/Simental,117,38.28214236456522,21.332996599172578,2,1,0,0.8082566590056096,0.8363677020544866,138.05151819853162
Nelore,148,29.37636963018772,23.387076158967144,4,0,0,0.6895772152812252,0.46342172688522393,97.45041660176824
Nelore,31,29.752843475366625,20.703477114642094,1,1,1,0.6228068525431726,0.5600640752664043,45.304556750866105
Holandês/Girolando,27,43.862699037913806,19.005029557169152,1,1,0,0.5273158480945647,0.48230269310991625,58.6767042711451
Guzerá,155,27.665437045834494,25.334196046544818,2,1,0,0.6909317361522571,0.6137312309348901,125.18475350659739
Cruzado ½ sangue,148,33.17686801160073,24.742053226338975,2,1,0,0.7572222578428047,0.7865304467927771,149.53647423837268
Cruzado ½ sangue,97,29.76349606023584,26.75060993803605,0,1,0,0.5839523374199959,0.6374506596333229,89.5556619781168
Guzerá,147,26.20301377418813,26.18444732356979,0,0,1,0.4021856181260461,0.5350479323169828,105.53075874287309
Angus/Simental,17,37.87391996796915,24.97057708529545,2,1,1,0.7780535444964696,0.8290234846284203,51.384148685520884
Nelore,71,29.676135529346194,26.226466662710216,2,1,1,0.5221739961632421,0.5803853567260003,70.28096274742857
Holandês/Girolando,133,51.03262653570201,23.829267615090092,0,1,0,0.7179494657098804,0.8423165589359106,161.77972832767352
Nelore,47,27.166795275105677,25.651565580889603,2,0,0,0.6243406841278264,0.5178310896490305,53.81731460691533
Angus/Simental,135,39.90030058606412,21.095422389254562,1,0,0,0.6548591828803685,0.6608732984212443,129.7428964387491
Nelore,91,32.73961723535504,25.47882370255652,4,1,1,0.4383892007315663,0.2824402325743868,61.03093060434831
Nelore,135,29.34300669934784,26.673670741144036,2,0,0,0.5885818467871978,0.648351272327755,120.21124382729008
Guzerá,84,33.013535357516496,21.321274287711187,0,1,1,0.4493281537486875,0.5053130529681035,76.60728372900378
Angus/Simental,66,36.298823187208356,24.207328395971388,1,0,0,0.7368010153592257,0.7222045008394097,82.69812745539653
Angus/Simental,40,39.45840150044021,21.505589961482563,3,1,0,0.5655174597493395,0.5216944526666654,62.92699518765629
Cruzado ½ sangue,38,29.804777020428073,21.89397321393554,1,1,1,0.6122599003077899,0.7362691609245295,58.94716689125608
Angus/Simental,135,36.418138691855184,19.50028257959138,2,0,0,0.8022194674695996,0.6025200059218396,124.26675893332263
Angus/Simental,22,39.120202596784964,29.06309970066622,1,0,0,0.7896822383793816,0.910871463994212,59.934632025894345
Holandês/Girolando,16,44.231520311538645,28.26274069888019,2,1,0,0.5893388333495742,0.5739720101510034,55.159292571489914
Guzerá,32,26.957284502070724,26.149735416909348,0,0,1,0.3890148849147851,0.2428224376833517,35.45366223617806
Cruzado ½ sangue,32,38.036459397338945,31.888783807775255,1,0,0,0.6417340058726971,0.561334794956803,55.751426356286345
Cruzado ½ sangue,148,32.62013875762931,23.243017213726432,0,1,1,0.701713607672135,0.5971350610817012,120.34914892375218
Guzerá,72,25.003494410482983,36.12704966044254,2,0,0,0.5384916383182924,0.5390382772860286,64.54985998672345
Nelore,178,38.46394787547786,23.089882338547117,2,1,0,0.49878401556386903,0.4049003442132417,111.83914852496952
Cruzado ½ sangue,25,34.576950597768125,25.020773407024066,0,0,0,0.6727606886735263,0.6922956487839504,54.77031156647795
Nelore,117,26.481814589075082,22.408888344239166,1,0,0,0.7002355471275995,0.7517906862293456,115.21345127366794
Angus/Simental,81,34.87581306988369,25.48930224024122,2,1,1,0.7435916390405382,0.6418088892357297,85.70511015941473
Nelore,71,25.700620299140308,27.34245971154498,0,0,1,0.386685206418138,0.33392183039927664,48.59193526599149
Nelore,157,32.27799274549876,23.544334427787664,3,0,1,0.5703200338100642,0.30713937387235835,77.19153208620106
Cruzado ½ sangue,175,31.542490828427034,31.10687938847048,3,1,1,0.864835266833387,0.756980456894232,168.1671053938484
Nelore,157,29.4457686647977,24.956597138533844,2,1,0,0.4212609186884405,0.620096002987378,125.44790710001391
Nelore,35,28.77771963946606,25.081941544440795,2,1,0,0.5529724661829023,0.6083710024006193,52.48930587383251
Holandês/Girolando,40,43.657462039704676,20.364009221945132,0,1,1,0.6539714252013046,0.6545210101337064,70.52967958865926
Angus/Simental,118,34.18965158202191,25.673996298201537,2,0,0,0.7310265403166324,0.6094394900184983,106.86284098130322
Nelore,52,25.235496998499446,23.463891116762536,1,0,1,0.5694252153153773,0.48694232589638764,50.26287825693076
Guzerá,132,26.67289192154478,21.567041082650853,0,1,0,0.6082973386759778,0.6848354810167706,115.1016781941918
Cruzado ½ sangue,102,35.40383713879959,20.894102367406546,2,1,0,0.6493261615040892,0.6005887896672417,94.2425551836283
Angus/Simental,99,39.496395408939385,34.68705351902674,2,1,0,0.8668848490793855,0.9216636917791292,135.0622643670855
Holandês/Girolando,149,35.95273135451336,22.946090999283857,1,0,0,0.6664695992395545,0.5520859820332894,118.4984453745666
Nelore,128,31.371196947319877,18.172058316874928,0,0,0,0.5149863226025367,0.4306594252375452,89.30877274319478
Nelore,5,26.39648675516528,21.20711416106971,1,0,0,0.48308170169613945,0.4711115665822953,32.21431193218989
Nelore,9,27.17461474324766,23.793728642095147,1,1,0,0.36829129708798475,0.30538741408702325,28.895984144782833
Nelore,108,25.696162663472993,26.18666813046594,3,1,0,0.577578141192584,0.5912728576825189,90.61239570800464
Cruzado ½ sangue,88,38.20463339460812,26.219186086901253,2,0,0,0.8659400317319027,0.7932359549139506,108.12192436576414
Nelore,47,31.21697539359572,26.706458207106103,1,0,0,0.5958235477285861,0.4190037266454212,48.017116038388295
Holandês/Girolando,75,43.024966878394366,21.420558773450683,0,0,0,0.7589759457285932,0.7665769933203703,100.0545414376615
Cruzado ½ sangue,136,37.9888456845698,25.361761774006183,2,0,1,0.59456655424841,0.34447834782930276,86.30666746495305
Holandês/Girolando,148,54.06324624119362,20.495762143557688,2,1,0,0.6519016600035279,0.6913621450630961,155.13727057300468
Nelore,101,23.017708636314456,21.521428067943955,1,1,0,0.6484641488333263,0.6546098586291664,88.32119636943061
Cruzado ½ sangue,69,30.04649367649157,20.329164101998963,2,0,0,0.8609563004318803,0.9257013659564238,93.4864707890207
Cruzado ½ sangue,49,30.535299663301906,19.246444581606923,1,1,0,0.8036742729376501,0.9108721896506726,80.44686028446012
Cruzado ½ sangue,94,29.59672151046923,28.256837955432033,1,1,0,0.7285769092700825,0.6832351846824004,89.23570652785376
Nelore,57,25.228458633387007,26.75444680391555,6,0,0,0.553515057939051,0.16136476243956874,35.68035834001057
Nelore,101,27.95121427580622,27.90666147991252,3,0,0,0.5709718914267324,0.4023771138432476,67.9579550808438
Angus/Simental,122,32.52528328119768,24.157252264097185,2,0,0,0.6333466582657508,0.4599604745675155,87.0388239071785
Guzerá,12,27.00512710261224,27.107230795460588,0,0,0,0.3624240854762476,0.5186975940173363,32.53480896292961
Guzerá,1,26.155094964285844,16.95484238142982,2,1,0,0.3929541560128056,0.3690386680332531,28.192574241902655
Holandês/Girolando,38,42.40514332381828,27.45235007218142,1,1,0,0.6857270039700228,0.7983052084490391,74.55205022993316
Cruzado ½ sangue,161,35.03091380655301,24.70847932002012,5,0,0,0.6078808512430656,0.3904953368790589,98.36570585016837
Angus/Simental,116,40.71353084042004,26.508438400596663,1,0,0,0.5510142039572362,0.5056576816959779,102.10167520829503
Nelore,31,27.69306872111641,25.520093196194452,0,1,1,0.5462676620950264,0.5756976866867025,48.71177949615563
Angus/Simental,160,47.5451453118515,20.051779381852455,3,0,0,0.6833805126864163,0.648007216937517,153.26723987673077
Nelore,85,29.82050890768734,18.007840898435813,1,1,0,0.432715114471592,0.4766607767224315,68.97119380122597
Holandês/Girolando,86,30.687576236876026,21.151783335268146,1,1,0,0.6374294137786919,0.578146272971095,81.64425958542239
Holandês/Girolando,168,34.988121271168914,26.259669125091648,2,1,0,0.6430904049176205,0.7684108742147171,165.32914978708783
Nelore,11,22.908239538402647,26.76036566070158,0,1,0,0.48833628600755336,0.5414317774100514,26.824910505796833
Nelore,39,29.060671202029575,18.52823089047255,3,1,1,0.642667016477594,0.5042818683484072,44.80406683248181
Guzerá,105,25.63458432784,20.075602530127142,2,1,1,0.3192243516011354,0.05,25.827645274403608
Angus/Simental,35,35.89208435945244,21.107057256236644,0,0,0,0.4916331160682383,0.5405991978736185,54.98769501030947
Holandês/Girolando,122,50.05463056200257,22.570779758932737,1,0,0,0.6803778652116456,0.6496004359024616,130.05098302927018
Angus/Simental,39,40.4704229333461,18.55179667658939,1,0,1,0.7310546267801151,0.650152272661446,62.87190762301147
Cruzado ½ sangue,18,35.90439344578534,18.31179293543947,1,0,0,0.6844636649620871,0.6048612771441005,49.406977265757554
Holandês/Girolando,38,35.34463256028948,20.712658814369785,0,0,0,0.6180180465479043,0.5694259369660212,57.36336353823932
Cruzado ½ sangue,76,29.003420434675952,24.345015344900023,2,0,1,0.5390283814398436,0.39215197798320917,62.180602298688235
Nelore,32,29.128819246839342,19.27762264098604,0,0,0,0.5492683867305053,0.5808765017026597,48.64320697628343
Nelore,25,29.60552498878279,23.536785960112937,0,0,0,0.5058421864652004,0.5600451802280942,40.940820564787266
