id_animal,ano_nascimento,peso_nascer,gpd_pre_desmama,peso_desmama,gpd_pos_desmama,peso_adulto,custo_mantenca,receita_estimada,lucro,sexo_M,predicao_lucro,residuos,residuos_estudentizados,distancia_cook,alavancagem
36,2016,30.65587725234423,0.8718723623139392,228.3879316206325,0.565392931494327,419.7192293385989,1837.419178844,3497.660244488324,1660.241065644324,0,1732.0489995964253,-71.8079339521014,-0.18097825070782592,1.7552265126273882e-05,0.0026697280073143172
37,2018,33.55455314763644,0.8830988956038256,224.850180680541,0.8069508325056478,474.11325976981567,2037.393031526312,3950.9438314151303,1913.550799888819,1,2071.883605101169,-158.33280521234997,-0.3994205820850124,0.0001412544063584417,0.004403797714167143
38,2023,26.65898702304704,0.5041062336380331,149.3657413591997,-0.0618500098847769,159.08319397876917,1575.5638523307784,1325.6932831564095,-249.8705691743689,0,294.6002992988356,-544.4708684732045,-1.3770862941766187,0.002989346819138575,0.007827127574137095
39,2016,33.629212342202855,0.8129907438164541,229.0531156982496,1.0780959508588368,488.16381615627,2134.202154622017,4068.0318013022497,1933.8296466802328,1,1959.3893001164577,-25.559653436224835,-0.06455089505804747,5.705401655302943e-06,0.006792921895520694
40,2023,29.946851028239276,0.9195704420923084,243.1215283474576,0.544768641167169,452.4887285489541,2142.5142595164634,3770.7394045746178,1628.2251450581543,1,1910.2909173385412,-282.0657722803869,-0.7115245721662505,0.0004032415389247397,0.003964739147371549
41,2019,32.46274593615983,0.719404803285621,189.20093486768093,0.8999991585751486,484.1990159265472,2227.0087580332383,4034.9917993878935,1807.9830413546551,1,1490.2769942237649,317.7060471308903,0.8017237251817907,0.0005891706191674079,0.004560584351026765
42,2016,28.84344691957021,0.9394170354428424,240.51236290075195,0.3350107797836958,370.8329705401785,1882.101591353628,3090.274754501487,1208.173163147859,1,1840.5587638499692,-632.3856007021102,-1.5968131848725848,0.001995873980227361,0.003904557160554588
43,2018,28.859216308039983,0.872787356684321,213.2994288616782,0.5830769992598406,412.1108485793945,1881.7431090920363,3434.2570714949543,1552.5139624029175,1,1586.2247965711256,-33.710834168208066,-0.0850285332540116,6.194275809374646e-06,0.004261308864563523
44,2021,28.51203509850582,0.7417951852377231,198.8681464878331,0.351032578633956,350.94659492161617,1879.2765531087125,2924.554957680135,1045.2784045714225,0,1152.3021412793864,-107.02373670796396,-0.26974172854491096,3.9349144168659424e-05,0.0026942162634793383
45,2022,26.916969241120785,0.7470658734916499,198.9056299772676,0.2702537715735816,314.1249928000763,1807.0186991587204,2617.7082733339694,810.6895741752489,1,1101.8844159536445,-291.1948417783956,-0.7344848638248014,0.0004059230822688854,0.003746423652263882
46,2017,33.033212116601824,0.9675339994041422,232.7568212752144,1.058958705091338,574.3869508573206,2232.3876786434284,4786.557923811005,2554.1702451675765,1,2228.7068069011875,325.46343826638895,0.8224832981561812,0.0010077140480318208,0.007390778976013172
47,2015,28.7526805158785,0.7833351284212193,193.95878673303565,0.4787524414056361,371.5493564703749,1805.5809985518597,3096.244637253124,1290.6636387012643,0,1232.9357995546752,57.727839146589076,0.14555001067315218,1.4791510012271793e-05,0.003475510208582902
48,2018,35.40491255533531,0.736765254426989,199.3605048110529,0.6619912248587017,415.2595022019255,1822.8718964142363,3460.495851682713,1637.6239552684765,1,1829.4391866393337,-191.8152313708572,-0.4848825845486482,0.0003995349236986751,0.008418717095370117
49,2016,31.22531282852971,0.8933763352626144,226.42746525655213,0.900891237926938,532.8913944693269,2104.824843627455,4440.761620577724,2335.936776950269,0,1815.5322681337345,520.4045088165346,1.3127057578725996,0.0009273243558146672,0.002685434698167808
50,2022,27.935043699435727,0.6933079476753305,173.8538972279047,0.635628529172396,375.32063377097904,2023.0353669651167,3127.671948091492,1104.6365811263745,0,891.7077603622442,212.92882076413025,0.537148437510554,0.00024799526847346176,0.004276150905447508
51,2018,29.957267936361514,0.8750146229728624,226.8221685954801,0.7187447543382741,484.3138529269331,1978.4309544032576,4035.94877439111,2057.5178199878524,0,1669.7093376740547,387.80848231379764,0.9777960486984859,0.0004901755677879575,0.002556784480120443
52,2016,31.586158994975115,0.7244994547804431,197.24283337039225,0.6474450602200085,410.779793826771,2077.8470821527662,3423.1649485564253,1345.317866403659,1,1460.0426652650324,-114.7247988613733,-0.2892291114312103,5.4079811823996945e-05,0.0032189984893688786
53,2020,36.95185127016246,0.9985137009036564,256.5855754041022,1.2810240908438586,661.4201767749179,2330.237985532595,5511.8348064576485,3181.5968209250536,1,2742.972336213971,438.62448471108246,1.1100868129528496,0.0024273937042604884,0.009755291414891119
54,2020,28.734667004572184,0.6543946350396506,171.6112083616319,0.5578235616115862,246.9499191747966,1951.0194616836932,2057.915993123305,106.8965314396114,1,954.1491046665293,-847.2525732269179,-2.141531561585698,0.0035663710797848927,0.003887036581187561
55,2018,27.136792622025173,0.5864472755906829,168.6803775074011,0.5780078466703323,360.3451164332652,1852.1886730762092,3002.875970277209,1150.687297201,0,587.2015768750584,563.4857203259417,1.4238814647202709,0.002398838522090575,0.005887179017272773
56,2020,33.20965561687338,0.8424914020274374,234.8761069473416,0.8913763151333358,517.1475599636864,1959.9298852767367,4309.562999697387,2349.6331144206497,1,2007.3039903845395,342.3291240361102,0.864610197102006,0.000930524899509173,0.006183767895463867
57,2016,28.897091487637677,1.1184523685431973,269.90359701093683,0.8138801565456555,525.1370862646952,2190.018679539145,4376.142385539127,2186.1237059999817,0,2253.444099915787,-67.3203939158052,-0.17028374572994506,5.786682426026279e-05,0.009870096825709811
58,2016,30.9082345753256,0.9748754970768374,242.2347536242229,0.7997658576207648,502.76912074477815,2131.31039867821,4189.742672873151,2058.432274194941,1,2099.774574872444,-41.34230067750332,-0.10426024968766232,8.58999077221805e-06,0.003931717851272959
59,2018,30.442854362021787,0.807887495095807,214.02888965543724,0.7054871119002631,459.6136514801884,2071.786182495678,3830.113762334904,1758.3275798392256,0,1521.551600694032,236.77597914519356,0.5967289123793769,0.00016275345842785247,0.002278632029886825
60,2022,28.14622572430406,0.6985039043014314,183.46781058962875,0.339255372061001,323.59310870412656,1783.5289600195238,2696.6092392010546,913.0802791815308,1,1043.598328405377,-130.51804922384622,-0.32901953567228753,6.608127946557364e-05,0.0030401383638823253
61,2021,33.82847621260032,1.0012706824215074,254.480141915811,1.074896505267335,607.6422482841515,2306.685758673548,5063.685402367929,2756.9996436943807,1,2464.3562905465324,292.6433531478483,0.7386960325054058,0.0005755358112922695,0.005243595931767769
62,2023,26.913213345899194,0.7298312677494837,197.59500478708813,0.187345266934029,279.52889953180977,1772.0920987306647,2329.4074960984144,557.3153973677497,1,1061.579551698633,-504.26415433088323,-1.272833206019523,0.0013351134720966844,0.0041060935613453165
63,2022,29.906494693525023,0.7632068855257352,184.90509195387108,0.6699394323948161,404.118478273135,2005.1482217954251,3367.6539856094582,1362.505763814033,0,1253.259422767354,109.24634104667894,0.27573196455463095,8.415046507745151e-05,0.005498626265821718
64,2019,28.840045519072184,0.9297663623898246,244.6374002197567,0.4802802213179679,436.5033646221831,1977.8472263715255,3637.528038518192,1659.6808121466663,0,1760.9070086904278,-101.22619654376149,-0.25548076889639953,7.148377035330032e-05,0.005441058220281826
65,2016,30.20298839514809,0.8259200060982478,215.72763387041485,0.6010447580159204,411.4582012778728,2029.188000561881,3428.8183439822733,1399.6303434203924,1,1622.9642596491587,-223.33391622876638,-0.5627693626322372,0.00012865063717562938,0.002025546113178473
66,2019,30.688797964871068,0.823723023089027,211.8786876570693,0.7787607558729658,492.34380588491695,1971.2995219304007,4102.865049040975,2131.5655271105734,1,1643.7330992554696,487.8324278551038,1.2301277479274395,0.0006734666218595241,0.002221486847690206
67,2022,31.354047373620567,0.8830474100483314,226.0801302499986,0.6663577470956294,451.9071425211607,2092.256401749992,3765.892854343006,1673.636452593014,0,1804.8876883480625,-131.25123575504858,-0.3307879724085476,5.616657350354377e-05,0.002557687086147605
68,2023,32.3205601506364,0.8062353461987017,211.3294176925279,0.6801680543280634,445.60560868138833,2100.4856563700605,3713.380072344903,1612.8944159748426,0,1670.944716438154,-58.05030046331149,-0.14632528138207743,1.2729654300618903e-05,0.002960961087015516
69,2023,33.2058351348899,1.0817446297342306,256.5225969515189,1.0104713992992629,599.4036846710642,2230.882237433547,4995.030705592201,2764.1484681586544,0,2498.509548573119,265.6389195855354,0.6720091356444643,0.0008859765667645838,0.009708795992267816
70,2015,31.587472499289408,0.894936863012678,242.9837195515777,0.7099903230367534,492.8936222955,2255.8620192747694,4107.4468524625,1851.5848331877305,1,2005.2356822649726,-153.65084907724213,-0.3876731238352312,0.0001432587465807288,0.0047394236159104125
71,2023,26.469318713571077,0.70617421085734,185.09650805177745,0.5138320579971664,369.7780541476066,1964.449697058366,3081.4837845633883,1117.0340875050224,0,839.657533357064,277.37655414795836,0.6996794138931568,0.00038698260986010823,0.003934849720499491
72,2021,31.546586150763897,0.7575883847813512,205.68416399842664,0.8582111360317908,487.6564768053875,2177.063148170132,4063.80397337823,1886.7408252080977,1,1560.3826935984455,326.3581316096522,0.8228917276706528,0.00039616846237540675,0.002915784435255906
73,2023,32.74322082939018,0.9538911641500882,250.67276346550105,0.8154285965507124,523.4760110829411,2137.412893079434,4362.300092357843,2224.887199278409,0,2179.0057211028475,45.88147817556137,0.11576066982184086,1.305839115138801e-05,0.0048439312422488
74,2022,29.61647066643541,0.8342722303100351,208.1443393710604,0.2748940694326305,331.16910984530864,1980.3428182148425,2759.7425820442386,779.3997638293961,1,1553.256298377996,-773.8565345485999,-1.9544709768682995,0.0023527247102725687,0.0030787372807797634
75,2015,29.5113985563072,0.7230857376463706,195.1471786543269,0.6921754939749689,431.57371614950495,1864.5580278132636,3596.447634579208,1731.8896067659443,0,1186.2157564809645,545.6738502849798,1.376450878138226,0.0009562171976898433,0.002519415954883754
76,2022,29.733680563689056,0.7536255663536975,195.8539207707752,0.8660093998332647,482.5474050303518,2082.3513657739304,4021.228375252932,1938.877009479001,0,1269.2007883868791,669.6762210921218,1.6897600577961815,0.0012376679568381712,0.0021666617574973386
77,2022,28.40545339439282,0.7699459037751107,206.86825938889805,0.2753669032651448,329.65129691206783,1782.888020014645,2747.0941409338984,964.2061209192534,0,1235.0004252119566,-270.79430429270315,-0.682773085952907,0.00028773647208284436,0.003074974841323786
78,2017,33.136388019750115,0.9059703397469652,216.37234000380087,0.9411819397761496,536.9754193261356,2158.413222752541,4474.79516105113,2316.381938298589,0,1962.3465699084695,354.0353683901194,0.8950314796078174,0.001296984668245333,0.008028613271284492
79,2015,31.842678729299628,0.8052515769184754,210.15275548024928,0.5689792380536992,404.7324498629995,2024.0982108366063,3372.770415524996,1348.6722046883892,0,1621.640187453194,-272.9679827648047,-0.6880985385081836,0.00024868624277620726,0.0026178948066422425
80,2022,29.37344446562411,0.8679797793770204,218.32663288852672,0.4937850652920473,404.51413609527776,2066.1667246189186,3370.9511341273146,1304.784409508396,1,1644.8935915350633,-340.1091820266672,-0.8575159876532633,0.00040498486777387576,0.0027454581980776997
81,2017,31.556316890828292,0.7942366044907455,211.80410743895808,0.5858369818670095,391.46990227931,2018.75487537573,3262.249185660917,1243.494310285187,0,1582.3015228075542,-338.8072125223671,-0.8541916116161008,0.00038839179374862876,0.002653734011839829
82,2017,30.27032818970139,0.9391490858660768,241.2519897205232,0.6415654450523527,423.7372071437567,1974.799352094794,3531.1433928646397,1556.3440407698454,0,1889.6148458284495,-333.2708050586041,-0.8405627835342462,0.0004905489591458322,0.0034584329605382783
83,2015,28.107015815332325,0.5608714237100343,150.22900763586333,0.4005092439571716,296.0371971342051,1779.885087724965,2466.9766427850423,687.0915550600773,0,537.7174345439248,149.37412051615252,0.37704785881062947,0.0001608291142099631,0.0056197837636875695
84,2019,27.41715521647262,0.590557530751229,157.23684576082235,0.0638423063726878,209.36322383353132,1516.9835186260714,1744.6935319460945,227.7100133200231,1,646.8276229535878,-419.1176096335647,-1.0583336683128812,0.0012161801991131293,0.005400368638199077
85,2021,33.88498032404177,0.835381783380996,218.4298318855923,1.0680747921739735,555.9941295170677,2174.0782132055365,4633.284412642231,2459.206199436694,0,1898.318193579089,560.8880058576051,1.4163284332177783,0.0018198201451820341,0.004520036233294776
86,2023,29.38071361109665,0.5850390606306152,156.56577852500416,0.350414760253589,301.8584214487811,1976.0162771694409,2515.486845406509,539.4705682370684,1,805.4065045166709,-265.9359362796025,-0.6714012911264767,0.0005167481168580999,0.005695921502639942
87,2021,33.064562331110814,0.8026697213892233,218.36107338646477,0.431862141112585,376.8762495587515,1963.0908461353213,3140.635412989596,1177.5445668542743,0,1761.4091250882639,-583.8645582339896,-1.4743581784986264,0.001904377411824814,0.004366450556953234
88,2023,25.065465543599775,0.7604568010179701,191.80773615379397,0.174773126893747,293.02530596058733,1843.155198029884,2441.877549671561,598.7223516416775,0,854.0161245311938,-255.29377288951628,-0.6446284113843848,0.0005040220114223037,0.006024501620051392
89,2022,30.077760782525697,0.7155150322727484,168.58001180522973,0.3860978399203185,320.83171580122985,1899.3037878164168,2673.597631676915,774.2938438604983,1,1178.8427233386358,-404.54887947813745,-1.0241843805903739,0.002245315380663535,0.010589825353285195
90,2016,26.95696329026573,0.6803019674841189,176.82180000895625,0.3551415926714369,297.34978246283094,1818.0487989610876,2477.9148538569243,659.8660548958369,0,793.6799133504733,-133.81385845463637,-0.33745026730822586,8.597888120777066e-05,0.0037576842039247988
91,2015,30.724448766227265,0.8333642494291258,208.92259057959188,0.9386139517576942,521.7526314568347,2145.5999463322573,4347.938595473623,2202.3386491413653,1,1652.3732713941529,549.9653777472124,1.3876984437973563,0.001194706789440135,0.0030952708068170257
92,2021,31.492991359944007,0.8365244136065719,205.61291169363653,0.6614986707550401,432.5919533132437,1978.6139778446332,3604.932944277031,1626.3189664323977,1,1711.0124735874476,-84.69350715504993,-0.21368819582920298,4.4484238216149175e-05,0.004842727949333346
93,2021,29.24247944104749,0.7029422014584543,176.96092864154232,0.5385855263772344,373.469171495008,1858.2748658918515,3112.2430957917336,1253.968229899882,0,1039.7787767947239,214.18945310515824,0.5402363982207659,0.00023064034720904735,0.003932936963914557
94,2022,39.21500081813665,0.8912602226432516,238.75491534788324,1.0447944591611704,575.266380030309,2182.789796572179,4793.886500252575,2611.0967036803963,1,2648.8555007876903,-37.75879710729396,-0.09578660624599836,2.914438548831958e-05,0.01561873959528939
95,2019,31.104356599120987,1.0064156306067429,263.0807656525228,0.7525377575540644,504.51879271723226,2095.712257199212,4204.323272643603,2108.611015444391,0,2195.27408309902,-86.66306765462923,-0.21881325770238974,6.0344677613214546e-05,0.006256339466331105
96,2017,27.252395465767695,0.7531756459425757,197.9247569046284,0.4946676692676221,370.3883997544672,2131.9830884179896,3086.569997953893,954.5869095359036,0,1059.7571109061414,-105.1702013702378,-0.26514229882209217,4.5742588552967826e-05,0.003239794144735046
97,2022,26.79691286267841,0.5085701040336535,140.24460760401976,0.0594126521796371,196.87822045863876,1655.684865250155,1640.6518371553227,-15.033028094832616,1,353.0185296596716,-368.0515577545042,-0.9303399325069225,0.0013427996543014945,0.007696332129160568
98,2020,29.287133783793376,1.040047390091903,262.8443192644586,1.1108804459671486,627.0075730193336,2236.4649172214,5225.063108494447,2988.598191273047,1,2180.014105098583,808.5840861744641,2.0458004134789505,0.0052398024777896655,0.0062406198187963495
99,2017,27.731727734646075,0.683044283010725,178.99830468514637,0.3311915489547645,303.5701048423112,1838.617593174621,2529.7508736859268,691.1332805113054,1,956.2725908433341,-265.1393103320287,-0.6686410529532478,0.0003115927164401107,0.0034707224530857103
100,2015,27.563952444154985,0.7139840839888766,183.4438071285139,0.1226261326124066,225.71906818086703,1726.0945985589965,1880.9922348405585,154.8976362815622,1,1022.8548661492365,-867.9572298676743,-2.1937600744241683,0.0034312988575016185,0.003565823417745006
101,2017,33.123056413904884,1.1137187456423034,267.7690916529247,0.7706874375677102,514.0751619445,2168.200718244065,4283.959682870833,2115.7589646267675,0,2605.6703948395975,-489.91143021283006,-1.239672232529218,0.002824616167258731,0.009111184815020323
102,2019,35.6068731083646,0.8508840293174293,210.27788881101105,1.1396645256406135,581.3064228525149,2421.36400920544,4844.220190437624,2422.856181232185,0,2042.939987532429,379.9161936997559,0.961536049161531,0.0018913052759600322,0.010123912813766463
103,2017,31.069269989950342,0.8795321025644461,224.15162187600848,1.063292367577563,560.6878955225845,2140.74275496004,4672.399129354872,2531.656374394832,1,1843.2899452888746,688.3664291059572,1.737337825178136,0.0014997753451896554,0.002483292688834673
104,2015,30.544635650818677,0.7088355148525739,190.66452168922024,0.7177745489386802,420.86254005126295,2056.624497223469,3507.187833760525,1450.5633365370554,0,1228.4195845532554,222.14375198380003,0.5599596165262587,0.0001701056083063112,0.002703335002621747
105,2019,29.359889851276588,0.813106848867132,209.3393387532552,0.8206375079676198,490.1607341347362,1896.9556818669623,4084.672784456135,2187.717102589173,0,1415.265631429888,772.4514711592851,1.9499568738230597,0.0016026617482359634,0.0021089506826099166
106,2021,29.023998228555072,0.9325626393279888,231.53441706385388,0.7951029142283147,487.5705834629581,2045.7317471571464,4063.0881955246505,2017.3564483675043,0,1722.7226452175532,294.63380314995106,0.7431803017179602,0.000420510661501791,0.0037906510003543215
107,2021,31.758182443441417,0.9114531530555956,225.59737609954223,0.7320662417070166,453.3829475756623,2199.583651052015,3778.1912297971858,1578.607578745171,0,1894.208408450025,-315.60082970485405,-0.7960925061607627,0.0004801358679036225,0.003772296447606318
108,2023,27.874616038760863,0.8201191116082331,216.4655990099696,0.6435301164639543,441.9117593502104,2024.7960718754543,3682.597994585087,1657.8019227096324,1,1410.314618479021,247.48730423061147,0.6240521218215546,0.00025761122310490866,0.0032945288967132728
109,2017,29.327047854784087,0.7567558597297018,189.2087230384488,0.6099716714268617,392.04042033725386,2020.682505905634,3267.003502810449,1246.320996904815,1,1288.4531786128807,-42.13218170806567,-0.10624573302078416,8.641716022855164e-06,0.0038094095970612894
110,2021,27.91576238835224,0.7444566424621584,200.4598806161533,0.6342082053394665,406.7853043275595,1925.8672515801525,3389.877536062996,1464.0102844828436,0,1112.4312712854244,351.5790131974193,0.8866814946181053,0.0005126921364022055,0.0032492610954684663
111,2015,29.968419489280503,0.676812469408317,175.58130191361326,0.5403268689111222,358.9215524270544,1956.461582098112,2991.01293689212,1034.551354794008,1,1124.8985455371683,-90.34719074316035,-0.22786161714630485,4.2154174766509624e-05,0.00403921038718638
112,2018,33.181847583232816,0.9747378510605734,243.35731440712897,0.5656225755198815,446.535929074856,2199.120739568435,3721.1327422904665,1522.0120027220314,1,2304.401721890144,-782.3897191681126,-1.977853901982873,0.0037879698478943498,0.004832295655180941
113,2018,24.857388813100258,0.5044108948013049,130.54939519644884,0.3140509311053787,254.76270247819488,1689.7069467469237,2123.0225206516243,433.3155739047006,1,130.10784677052118,303.20772713417944,0.7676216465142801,0.0013168428072890086,0.011046031280988477
114,2019,26.146453594012737,0.7505905387092584,189.7592495478719,0.5006904049608064,369.64323985874057,2162.226138348068,3080.360332156172,918.1341938081036,0,920.1815134099729,-2.047319601869276,-0.005164567956901006,2.4204407968623614e-08,0.004512276456076977
