id_animal,ano_nascimento,sexo,peso_nascer,gpd_pre_desmama,peso_desmama,gpd_pos_desmama,peso_adulto,custo_mantenca,receita_estimada,lucro
16,2016,F,34.23147640988313,0.88558057206132,228.21516759816475,0.7787817018856832,476.8944318121931,2297.925563295877,3974.120265101609,1676.1947018057322
17,2022,F,27.489842767200138,0.8513358505562723,225.8746246518083,0.5489873799439391,428.1848971328393,1961.4236082296086,3568.207476106994,1606.7838678773853
18,2020,M,29.747962577959054,0.8499371759664708,220.85764848970229,0.6208945467960305,428.7886709652185,2229.4089576939386,3573.238924710154,1343.8299670162155
19,2016,F,29.686480995953822,0.6925566368295996,169.3868171014725,0.4652820874552795,350.9627185439743,1920.071185496787,2924.689321199786,1004.6181357029989
20,2019,F,30.9766129878311,0.7328359224823511,185.9346650154688,1.0151172096986787,488.37896922026454,2058.073540066354,4069.8247435022045,2011.7512034358506
21,2015,F,32.48549318253002,0.76883589158317,202.45426439745376,0.661218675584267,434.9416902905226,1930.9023211854521,3624.514085754355,1693.611764568903
22,2020,F,35.294409082492244,0.6935299999952262,193.4157009468142,0.5283927467167641,376.4577698441385,1931.9479437880511,3137.1480820344873,1205.2001382464362
23,2023,F,31.5114130320801,0.8109376897187789,211.35561996182452,0.8428600498305682,503.100052880812,2028.1059994417706,4192.500440673432,2164.394441231662
24,2015,F,31.368225915087304,0.7257410772297898,203.52561845169245,0.5028372644648834,375.30604295521346,1866.7291691451876,3127.5503579601123,1260.8211888149247
25,2017,M,29.7804737328996,0.7484597363415129,182.8482034523083,0.5459602622249513,386.6013459298498,1798.7165883552536,3221.6778827487483,1422.9612943934947
26,2021,F,28.27830588655818,0.928503819254999,234.41281142214925,0.6250444644466998,445.0273625370585,2210.6445035094316,3708.5613544754874,1497.9168509660558
27,2018,F,26.251077555274872,0.8645724182080711,203.26745157587254,0.5457395997803288,377.8484904100342,2059.856782645439,3148.7374200836184,1088.8806374381793
28,2023,F,28.532619679044508,0.8319319430447752,219.31602608232063,0.7257942664002353,483.8424147856416,2107.7709345050193,4032.02012321368,1924.2491887086608
29,2017,M,28.307527553552006,0.9086577450986592,229.86998430873442,0.6468765753648414,447.85242341395275,2023.0213119283353,3732.103528449606,1709.0822165212708
30,2019,F,33.48612298482919,0.6464529781570891,182.59812817401087,0.706988678837189,421.2835467202862,2004.9822262876637,3510.696222669052,1505.7139963813884
31,2017,M,30.868740727976892,0.9624668463742834,237.57571478185827,0.8188549818860589,521.6106824973529,2048.241926107586,4346.75568747794,2298.513761370354
32,2021,F,29.187086471742784,0.8232816893791184,222.31196069461967,0.4445561096107139,372.8497695765935,1834.0345734934558,3107.081413138279,1273.0468396448232
33,2019,M,31.896260435049747,0.8157787514436351,223.04359555068393,0.8345564617443629,506.96086022822027,2180.094443596955,4224.6738352351695,2044.5793916382145
34,2023,M,24.75919676749006,0.5473229130401134,155.86536293000896,0.14530522313995847,231.67514056304222,1751.7878991664247,1930.6261713586853,178.83827219226055
35,2021,F,29.840763436044618,0.7250008465775538,191.05480324242342,0.7359750050356078,436.9015224350172,2056.8553982249095,3640.8460202918104,1583.9906220669009
36,2016,F,30.65587725234423,0.8718723623139392,228.38793162063251,0.565392931494327,419.71922933859884,1837.4191788439998,3497.6602444883238,1660.241065644324
37,2018,M,33.55455314763644,0.8830988956038256,224.850180680541,0.8069508325056478,474.11325976981567,2037.3930315263117,3950.9438314151307,1913.550799888819
38,2023,F,26.65898702304704,0.5041062336380331,149.3657413591997,-0.061850009884776964,159.08319397876915,1575.5638523307784,1325.6932831564095,-249.87056917436894
39,2016,M,33.629212342202855,0.8129907438164541,229.0531156982496,1.0780959508588368,488.16381615626995,2134.202154622017,4068.0318013022497,1933.8296466802326
40,2023,M,29.946851028239273,0.9195704420923085,243.12152834745757,0.544768641167169,452.4887285489541,2142.5142595164634,3770.7394045746178,1628.2251450581543
41,2019,M,32.46274593615983,0.719404803285621,189.20093486768093,0.8999991585751486,484.1990159265472,2227.0087580332383,4034.9917993878935,1807.9830413546551
42,2016,M,28.843446919570212,0.9394170354428424,240.51236290075195,0.3350107797836958,370.83297054017845,1882.1015913536282,3090.274754501487,1208.173163147859
43,2018,M,28.859216308039983,0.872787356684321,213.2994288616782,0.5830769992598406,412.1108485793945,1881.7431090920365,3434.2570714949543,1552.5139624029177
44,2021,F,28.51203509850582,0.7417951852377231,198.8681464878331,0.35103257863395604,350.94659492161617,1879.2765531087125,2924.554957680135,1045.2784045714225
45,2022,M,26.916969241120785,0.7470658734916499,198.90562997726758,0.2702537715735816,314.1249928000763,1807.0186991587204,2617.7082733339694,810.6895741752489
46,2017,M,33.033212116601824,0.9675339994041422,232.75682127521438,1.058958705091338,574.3869508573206,2232.3876786434284,4786.557923811005,2554.1702451675765
47,2015,F,28.7526805158785,0.7833351284212193,193.95878673303565,0.4787524414056361,371.5493564703749,1805.5809985518595,3096.244637253124,1290.6636387012645
48,2018,M,35.40491255533531,0.736765254426989,199.36050481105286,0.6619912248587017,415.2595022019255,1822.8718964142365,3460.495851682713,1637.6239552684763
49,2016,F,31.22531282852971,0.8933763352626144,226.42746525655213,0.900891237926938,532.8913944693269,2104.824843627455,4440.761620577724,2335.936776950269
50,2022,F,27.935043699435727,0.6933079476753305,173.8538972279047,0.635628529172396,375.32063377097904,2023.0353669651172,3127.6719480914917,1104.6365811263745
51,2018,F,29.957267936361514,0.8750146229728624,226.82216859548006,0.7187447543382741,484.3138529269331,1978.4309544032576,4035.94877439111,2057.5178199878524
52,2016,M,31.586158994975115,0.7244994547804431,197.24283337039225,0.6474450602200085,410.779793826771,2077.8470821527662,3423.1649485564253,1345.317866403659
53,2020,M,36.95185127016246,0.9985137009036565,256.5855754041022,1.2810240908438586,661.4201767749179,2330.237985532595,5511.8348064576485,3181.5968209250536
54,2020,M,28.734667004572184,0.6543946350396506,171.6112083616319,0.5578235616115862,246.9499191747966,1951.0194616836934,2057.915993123305,106.89653143961141
55,2018,F,27.136792622025173,0.5864472755906829,168.6803775074011,0.5780078466703323,360.34511643326516,1852.1886730762094,3002.8759702772095,1150.687297201
56,2020,M,33.20965561687338,0.8424914020274374,234.8761069473416,0.8913763151333358,517.1475599636864,1959.9298852767372,4309.562999697387,2349.6331144206497
57,2016,F,28.897091487637674,1.1184523685431973,269.90359701093683,0.8138801565456555,525.1370862646952,2190.018679539145,4376.142385539127,2186.1237059999817
58,2016,M,30.9082345753256,0.9748754970768374,242.2347536242229,0.7997658576207648,502.76912074477815,2131.31039867821,4189.742672873151,2058.432274194941
59,2018,F,30.442854362021787,0.807887495095807,214.02888965543724,0.7054871119002631,459.6136514801884,2071.786182495678,3830.1137623349036,1758.3275798392256
60,2022,M,28.14622572430406,0.6985039043014314,183.46781058962875,0.33925537206100104,323.59310870412656,1783.5289600195238,2696.6092392010546,913.0802791815308
61,2021,M,33.82847621260032,1.0012706824215074,254.480141915811,1.074896505267335,607.6422482841515,2306.685758673548,5063.685402367929,2756.9996436943807
62,2023,M,26.913213345899194,0.7298312677494837,197.59500478708813,0.18734526693402903,279.52889953180977,1772.0920987306647,2329.4074960984144,557.3153973677497
63,2022,F,29.906494693525026,0.7632068855257352,184.90509195387108,0.6699394323948161,404.118478273135,2005.1482217954253,3367.6539856094582,1362.505763814033
64,2019,F,28.840045519072184,0.9297663623898246,244.6374002197567,0.4802802213179679,436.5033646221831,1977.8472263715257,3637.5280385181923,1659.6808121466665
65,2016,M,30.202988395148086,0.8259200060982478,215.72763387041485,0.6010447580159204,411.45820127787283,2029.188000561881,3428.8183439822733,1399.6303434203924
66,2019,M,30.688797964871068,0.823723023089027,211.87868765706932,0.7787607558729658,492.34380588491695,1971.2995219304012,4102.865049040975,2131.5655271105734
67,2022,F,31.354047373620567,0.8830474100483314,226.0801302499986,0.6663577470956294,451.9071425211607,2092.256401749992,3765.892854343006,1673.636452593014
68,2023,F,32.3205601506364,0.8062353461987017,211.3294176925279,0.6801680543280634,445.60560868138833,2100.4856563700605,3713.380072344903,1612.8944159748426
69,2023,F,33.2058351348899,1.0817446297342306,256.5225969515189,1.0104713992992629,599.4036846710642,2230.882237433547,4995.030705592201,2764.1484681586544
70,2015,M,31.587472499289408,0.894936863012678,242.9837195515777,0.7099903230367534,492.8936222955,2255.8620192747694,4107.4468524625,1851.5848331877305
71,2023,F,26.469318713571074,0.70617421085734,185.09650805177742,0.5138320579971664,369.7780541476066,1964.449697058366,3081.4837845633883,1117.0340875050224
72,2021,M,31.546586150763897,0.7575883847813512,205.68416399842664,0.8582111360317908,487.6564768053875,2177.063148170132,4063.80397337823,1886.7408252080977
73,2023,F,32.74322082939018,0.9538911641500882,250.67276346550105,0.8154285965507124,523.4760110829411,2137.412893079434,4362.300092357843,2224.887199278409
74,2022,M,29.61647066643541,0.8342722303100351,208.14433937106037,0.2748940694326305,331.16910984530864,1980.3428182148425,2759.7425820442386,779.3997638293961
75,2015,F,29.5113985563072,0.7230857376463706,195.14717865432686,0.6921754939749689,431.57371614950495,1864.5580278132634,3596.4476345792077,1731.8896067659443
76,2022,F,29.733680563689056,0.7536255663536975,195.8539207707752,0.8660093998332647,482.5474050303518,2082.3513657739304,4021.2283752529315,1938.8770094790011
77,2022,F,28.40545339439282,0.7699459037751107,206.86825938889803,0.2753669032651448,329.65129691206783,1782.888020014645,2747.0941409338984,964.2061209192534
78,2017,F,33.136388019750115,0.9059703397469653,216.37234000380087,0.9411819397761496,536.9754193261356,2158.413222752541,4474.79516105113,2316.381938298589
79,2015,F,31.842678729299628,0.8052515769184754,210.15275548024928,0.5689792380536992,404.7324498629995,2024.0982108366065,3372.7704155249958,1348.6722046883892
80,2022,M,29.37344446562411,0.8679797793770204,218.32663288852672,0.49378506529204735,404.51413609527776,2066.1667246189186,3370.9511341273146,1304.784409508396
81,2017,F,31.556316890828295,0.7942366044907455,211.80410743895808,0.5858369818670095,391.46990227931,2018.75487537573,3262.249185660917,1243.494310285187
82,2017,F,30.27032818970139,0.9391490858660769,241.25198972052317,0.6415654450523527,423.7372071437567,1974.799352094794,3531.1433928646393,1556.3440407698454
83,2015,F,28.107015815332325,0.5608714237100343,150.22900763586333,0.4005092439571716,296.0371971342051,1779.885087724965,2466.9766427850423,687.0915550600773
84,2019,M,27.41715521647262,0.590557530751229,157.23684576082235,0.06384230637268784,209.36322383353135,1516.9835186260714,1744.6935319460945,227.7100133200231
85,2021,F,33.88498032404177,0.835381783380996,218.4298318855923,1.0680747921739737,555.9941295170677,2174.0782132055365,4633.284412642231,2459.206199436694
86,2023,M,29.38071361109665,0.5850390606306152,156.56577852500416,0.350414760253589,301.8584214487811,1976.0162771694406,2515.486845406509,539.4705682370684
87,2021,F,33.064562331110814,0.8026697213892233,218.36107338646474,0.431862141112585,376.8762495587515,1963.0908461353213,3140.635412989596,1177.5445668542745
88,2023,F,25.065465543599778,0.7604568010179701,191.80773615379394,0.17477312689374702,293.02530596058733,1843.1551980298836,2441.877549671561,598.7223516416775
89,2022,M,30.077760782525697,0.7155150322727484,168.58001180522973,0.38609783992031854,320.83171580122985,1899.3037878164168,2673.597631676915,774.2938438604983
90,2016,F,26.95696329026573,0.6803019674841189,176.82180000895625,0.3551415926714369,297.34978246283094,1818.0487989610874,2477.9148538569243,659.8660548958369
91,2015,M,30.724448766227262,0.8333642494291258,208.92259057959188,0.9386139517576942,521.7526314568347,2145.5999463322573,4347.938595473623,2202.3386491413653
92,2021,M,31.492991359944007,0.8365244136065719,205.61291169363653,0.6614986707550401,432.5919533132437,1978.6139778446334,3604.932944277031,1626.3189664323975
93,2021,F,29.242479441047486,0.7029422014584543,176.96092864154232,0.5385855263772344,373.469171495008,1858.2748658918515,3112.2430957917336,1253.968229899882
94,2022,M,39.21500081813665,0.8912602226432516,238.75491534788324,1.0447944591611704,575.266380030309,2182.789796572179,4793.886500252575,2611.0967036803963
95,2019,F,31.104356599120987,1.0064156306067427,263.0807656525228,0.7525377575540644,504.51879271723226,2095.7122571992118,4204.323272643603,2108.611015444391
96,2017,F,27.252395465767698,0.7531756459425757,197.92475690462842,0.4946676692676221,370.3883997544672,2131.9830884179896,3086.569997953893,954.5869095359035
97,2022,M,26.79691286267841,0.5085701040336535,140.24460760401976,0.05941265217963712,196.87822045863874,1655.6848652501553,1640.6518371553227,-15.033028094832616
98,2020,M,29.287133783793376,1.040047390091903,262.8443192644586,1.1108804459671486,627.0075730193336,2236.4649172214,5225.063108494447,2988.598191273047
99,2017,M,27.731727734646075,0.683044283010725,178.99830468514637,0.3311915489547645,303.5701048423112,1838.6175931746213,2529.7508736859268,691.1332805113054
100,2015,M,27.563952444154985,0.7139840839888766,183.4438071285139,0.12262613261240661,225.71906818086703,1726.0945985589963,1880.9922348405585,154.8976362815622
101,2017,F,33.123056413904884,1.1137187456423034,267.7690916529247,0.7706874375677102,514.0751619445,2168.2007182440652,4283.959682870833,2115.7589646267675
102,2019,F,35.6068731083646,0.8508840293174293,210.27788881101102,1.1396645256406137,581.3064228525149,2421.3640092054397,4844.220190437624,2422.8561812321846
103,2017,M,31.069269989950346,0.8795321025644461,224.15162187600848,1.063292367577563,560.6878955225845,2140.74275496004,4672.399129354872,2531.6563743948313
104,2015,F,30.544635650818673,0.7088355148525739,190.66452168922024,0.7177745489386802,420.86254005126295,2056.6244972234695,3507.187833760525,1450.5633365370554
105,2019,F,29.359889851276588,0.813106848867132,209.3393387532552,0.8206375079676198,490.1607341347362,1896.9556818669623,4084.672784456135,2187.717102589173
106,2021,F,29.023998228555072,0.9325626393279889,231.53441706385388,0.7951029142283147,487.57058346295804,2045.7317471571462,4063.0881955246505,2017.3564483675043
107,2021,F,31.758182443441417,0.9114531530555956,225.59737609954226,0.7320662417070166,453.3829475756623,2199.583651052015,3778.1912297971858,1578.607578745171
108,2023,M,27.874616038760863,0.8201191116082331,216.4655990099696,0.6435301164639543,441.9117593502104,2024.7960718754543,3682.597994585087,1657.8019227096324
109,2017,M,29.327047854784087,0.7567558597297018,189.2087230384488,0.6099716714268617,392.04042033725386,2020.682505905634,3267.003502810449,1246.320996904815
110,2021,F,27.915762388352242,0.7444566424621584,200.4598806161533,0.6342082053394665,406.7853043275595,1925.8672515801525,3389.877536062996,1464.0102844828436
111,2015,M,29.968419489280503,0.676812469408317,175.58130191361326,0.5403268689111222,358.9215524270544,1956.4615820981119,2991.01293689212,1034.551354794008
112,2018,M,33.181847583232816,0.9747378510605734,243.35731440712897,0.5656225755198815,446.53592907485597,2199.120739568435,3721.1327422904665,1522.0120027220314
113,2018,M,24.857388813100258,0.5044108948013049,130.54939519644884,0.3140509311053787,254.76270247819488,1689.7069467469237,2123.0225206516243,433.3155739047006
114,2019,F,26.146453594012737,0.7505905387092584,189.7592495478719,0.5006904049608064,369.64323985874057,2162.2261383480677,3080.3603321561714,918.1341938081036
115,2021,F,28.26733956857349,1.0077863072747852,257.7049637641022,0.34439656018592113,413.34085860020446,1841.414612130841,3444.5071550017037,1603.0925428708626
116,2021,F,28.37601161609186,0.7617464949841228,202.4678002703093,0.2937482008898382,317.5402321896716,1832.498094279055,2646.1686015805967,813.6705073015416
117,2018,M,30.707159840244813,0.8426959520449604,227.0006866659108,0.6656317512795209,456.62407815270785,1964.3571753052909,3805.200651272565,1840.8434759672743
118,2021,F,31.195362399048214,0.8533833940727181,224.5830155217905,0.8844838436131817,508.97276981842356,2083.5212256053837,4241.439748486863,2157.9185228814795
119,2017,F,30.976196311352606,0.7643754327987617,192.66567857084962,0.865003071313256,561.3602526130503,2088.742015603253,4678.002105108752,2589.2600895054993
120,2020,M,28.37926991564644,0.9171431713203904,229.83302209830796,0.17215722725418983,308.9897261610098,1778.3157050439168,2574.9143846750817,796.5986796311649
121,2016,F,30.596419580434173,0.5015368232239806,139.6775594245304,0.3807761471373765,270.85753923610935,1706.354386532169,2257.146160300911,550.7917737687421
122,2023,F,27.501059241345757,0.986461219427746,255.30251455348474,0.8666221501783291,547.9366476757657,2221.929340066541,4566.138730631381,2344.20939056484
123,2019,M,27.78839003162961,0.6047578089637681,156.7132207426104,0.21371611445063154,281.6298033737026,1814.159964454385,2346.9150281141883,532.7550636598032
124,2020,M,30.09066786288659,0.8148433202269466,219.85734662565827,0.7191880458370857,456.07935868310307,1997.3441884497731,3800.661322359192,1803.317133909419
125,2018,M,28.989125939315358,0.7971769375927019,215.0399137946529,0.7011095714901341,446.6121858594062,2064.1603140895036,3721.768215495052,1657.6079014055485
126,2021,F,32.00982258123915,0.8501582512592681,235.18001695941413,0.22011930456158824,332.2571391249397,1749.2450158408717,2768.809492707831,1019.5644768669592
127,2023,F,28.887243498761464,0.7022407246984157,183.08030294439277,0.6363570007689838,409.373419351915,2021.8853576189326,3411.4451612659586,1389.559803647026
128,2021,F,27.916376383608128,0.6923462951192261,189.00767563528692,0.30251974108125607,313.9010102923086,1867.3042722486457,2615.841752435905,748.5374801872595
129,2015,M,30.20999272775776,0.9236388837493705,253.9273730074363,0.45814072974517744,430.94733416091515,2010.8330179901754,3591.227784674293,1580.3947666841177
130,2015,M,29.297103323610017,0.7355431027653976,190.32002148887395,0.7512462242162041,407.8147216651506,2041.2943410888752,3398.4560138762554,1357.1616727873802
131,2023,F,23.917363304093662,0.5638654585556426,140.04878762051973,0.3013720076695389,235.80351140233796,1947.3166145621549,1965.0292616861498,17.712647123994884
132,2023,F,29.80340305310753,0.7593646029091197,184.22988939276055,0.7229369113229973,424.931055612308,2042.2147409302554,3541.092130102567,1498.8773891723115
133,2018,M,32.029424413464056,0.769574325618569,210.8417290242542,0.6315939459572285,440.42157560237496,2008.5184399423717,3670.179796686458,1661.661356744086
134,2023,M,30.154944678055443,0.819523834251185,198.68974820633562,0.7159615637888113,428.28082532582374,1895.672551633395,3569.006877715198,1673.3343260818028
135,2017,M,28.643002598179034,0.7377038646989584,192.08226176145695,0.7924199481037526,417.54245863522016,1761.9691577988867,3479.5204886268343,1717.5513308279476
136,2021,M,33.89755506396621,0.9331855418397703,244.86502434662964,0.7885959152754936,518.1619926511532,2134.5828078976697,4318.016605426277,2183.4337975286076
137,2020,F,29.526286961925756,0.962213586071637,243.07254433160884,0.6393476470330508,463.9072486556261,1930.7253643686645,3865.8937387968845,1935.16837442822
138,2022,M,28.335570061011687,0.6938470227614356,188.94700375438654,0.5085857237419205,362.60436275795035,1681.0988898843257,3021.7030229829197,1340.604133098594
139,2023,F,30.482358433875046,0.9957436702831739,251.3668480397484,0.6925793706674312,477.3883903246523,2037.7790260796571,3978.236586038769,1940.457559959112
140,2019,F,32.356447462792154,0.8047931565986803,221.59393685502215,0.6547337463391953,430.8297986577727,2040.943931965515,3590.2483221481057,1549.3043901825906
141,2015,F,34.83671716895365,0.6499175765798129,173.70087720480396,0.47149970763156057,336.7622162276438,1978.5450411267668,2806.3518018970317,827.8067607702649
142,2017,M,31.71535975212067,0.9293908421935073,232.97147550508896,0.6216789718087289,437.49259401542423,2131.1161841789612,3645.7716167952017,1514.6554326162404
143,2022,M,31.266692401066557,0.8757889517444473,220.5010967052339,0.4645503096209684,400.3994535230209,2068.05056058713,3336.662112691841,1268.6115521047109
144,2020,M,27.99371622569787,0.7923031397288304,212.51891006365315,0.5700152463068485,379.81781153778655,2046.0388768057505,3165.1484294815546,1119.109552675804
145,2022,M,25.84435588036151,0.6603351035678617,183.217916336773,0.18278485013906204,265.19330049556737,1671.4249593358156,2209.944170796395,538.5192114605795
146,2023,F,32.74902781401865,0.8981599642186576,234.97242285448482,1.0860302685543988,573.408553204328,2173.1307001045175,4778.4046100360665,2605.273909931549
147,2018,M,28.348544977432265,0.6308621011289892,181.7975355496394,0.5095239211591306,359.7333845453174,1989.6636181138422,2997.7782045443114,1008.1145864304692
148,2015,M,26.803616720576947,0.8147779693296766,199.98266334079798,0.4138751394941227,342.2998806922119,1915.3973183451844,2852.499005768432,937.1016874232478
149,2015,F,28.571800041838177,0.8105251901536892,222.11988286652198,0.33508298768747263,353.86807465463824,1909.1267619273158,2948.900622121985,1039.7738601946694
150,2018,M,32.14102176885492,0.7566808227975015,214.7299035300283,0.7688000355026295,448.61987256587014,2041.1528490702751,3738.498938048918,1697.3460889786427
151,2021,F,30.27836227259812,0.6861948086661918,190.26424807046436,0.5347567197740042,379.8895945208946,1980.4209132459885,3165.7466210074554,1185.325707761467
152,2016,F,32.88018881577914,0.8380994726356301,233.13546933942993,0.9258449963521432,534.8305553600919,2134.1072958885443,4456.921294667433,2322.813998778889
153,2017,F,29.571693523909083,0.7064274069984089,174.66846333215275,0.40115303115808576,341.28261160674106,1824.9111981871827,2844.0217633895086,1019.1105652023259
154,2015,F,29.40447392479559,0.7544780210899832,193.64927326359083,0.7871895692321428,441.1530566877905,1859.101257311586,3676.2754723982544,1817.1742150866683
155,2019,F,27.71917816681268,0.9340431242962427,227.98580658356803,0.3228843278159097,356.51576490241206,1907.4162017357703,2970.9647075201005,1063.5485057843302
156,2015,F,30.819820895672333,1.0046887071889232,257.576283995405,0.9435221415751883,534.5513515414611,2147.2098972802805,4454.594596178842,2307.3846988985615
157,2022,F,31.788152449825922,0.7350610820167436,187.7498537565249,0.421327189661345,316.73126430655867,1884.7354753154646,2639.4272025546557,754.6917272391911
158,2015,F,30.491631794579128,0.7568685279983803,205.4939838689389,0.48773997730458524,382.07586979664904,2053.7831501142,3183.965581638742,1130.1824315245422
159,2015,M,30.500959209808443,0.9175982269127436,245.6608760134583,0.7262694166999049,484.9622833326539,2195.0153701014774,4041.3523611054493,1846.336991003972
160,2016,M,28.76311448327233,0.9069062424581025,236.27504860014582,0.9425192872632309,553.9977941840639,2154.395072643952,4616.6482848671985,2462.2532122232465
161,2016,M,35.593384316339,0.7472039277699649,206.27621733732366,0.5573467925157212,381.6759524992458,1948.324659349414,3180.632937493715,1232.3082781443009
162,2020,M,27.65861288595407,0.9060035277534682,221.51636698697638,0.4811289305042791,403.5325825075624,2041.5519589661399,3362.771520896353,1321.2195619302133
163,2021,F,29.208021356756518,0.8739452549937744,215.9617171764462,0.6052657840923561,447.91460864975573,2080.1523683315045,3732.6217387479646,1652.4693704164602
164,2019,M,30.61117067012939,0.7486261542122301,209.31961429707104,0.5628604865440274,412.3356226951262,1950.546927054018,3436.1301891260514,1485.5832620720334
165,2015,F,32.646244606680916,0.7271031272526998,201.5726933609905,0.829724796507104,470.51186241514324,2130.5156185120495,3920.93218679286,1790.4165682808107
166,2015,M,35.23164861281839,1.0349580178773612,263.7606762120439,1.1503487139308235,626.214476221875,2236.819930571302,5218.453968515624,2981.6340379443222
167,2017,M,32.77897933802677,0.7042852713053138,188.83560994601555,0.3914354549038183,315.2513143826119,1865.7905033891116,2627.0942865217658,761.3037831326542
168,2016,M,28.957610841552807,0.7581486717020945,183.46236891410166,0.42679817401365094,353.7507146065846,1967.8622370367657,2947.9226217215382,980.0603846847725
169,2019,F,27.755515327539783,0.5871668446425222,152.49373335299396,0.599745681870777,350.0896894178585,1889.9909653271043,2917.414078482154,1027.4231131550496
170,2020,M,33.35567375623791,0.9583468312758883,261.3998610212922,1.238578124684366,662.8913162563546,2304.936830256626,5524.094302136288,3219.1574718796624
171,2021,F,29.410152893073175,0.6075181442883854,156.74531862561437,0.3689212702263591,278.97607531240345,1864.5257210190389,2324.800627603362,460.27490658432316
172,2018,F,36.59512729117775,1.0444786374353603,267.451479722372,1.071711852184558,593.5944008818005,2294.0311370047816,4946.620007348338,2652.588870343556
173,2021,M,29.720940264266066,0.8956847400610487,237.37428746264786,0.9569184904621539,569.8516984873394,2258.636096212335,4748.764154061161,2490.1280578488263
174,2022,M,31.574770647888464,0.6657132583430018,172.8351735559005,0.4976468466951838,352.2351316300097,1949.3866056328447,2935.292763583414,985.9061579505692
175,2015,M,31.213303357870746,0.7641725643116216,204.66722566155997,0.6533727066417182,440.3346163001688,1767.5246661161837,3669.45513583474,1901.9304697185562
176,2020,F,34.11825600515177,1.0087836762449491,263.46615231667636,0.8866347100917509,552.1514503345819,2186.9168223736187,4601.262086121516,2414.3452637478977
177,2022,M,29.227318955246904,0.7713287048606532,202.80634155124207,0.569752682794046,385.1818462860211,2002.0068084378163,3209.848719050176,1207.8419106123597
178,2019,F,28.009764199593803,0.796210694005471,228.16123438607684,0.5187058725603777,420.29074862536703,2064.441783063478,3502.422905211392,1437.981122147914
179,2018,F,30.6292241878797,1.0206455632886566,241.61599840747203,0.40081594736120496,380.2739153291542,1860.72620212178,3168.9492944096187,1308.2230922878387
180,2016,M,29.786726958171943,0.6139156847035406,178.67884898498653,0.3202250682319425,310.1783845344544,1660.0064561993559,2584.819871120453,924.8134149210973
181,2020,M,30.970197613880433,0.8827801034205032,226.47160543301436,0.5098287980975421,410.87448729178254,2073.6663858285056,3423.9540607648546,1350.287674936349
182,2020,F,28.137480329099347,0.7435294892160409,200.4540343031613,0.27429041108220337,293.98083478168587,1730.3243423917274,2449.8402898473823,719.5159474556549
183,2015,F,28.85148115574914,0.7395484554281483,197.68711400925426,0.5982563858301527,398.1530030844454,2100.000558133116,3317.941692370378,1217.9411342372618
184,2023,F,25.727466163364355,0.6413357068472617,164.54271502440938,0.42795824303477337,352.00528321032726,1864.5411512715095,2933.3773600860604,1068.836208814551
185,2020,M,31.989425403964933,0.7139091095068488,195.2423095400779,0.49921391927209424,382.1801836311588,1855.8989245222003,3184.83486359299,1328.9359390707898
186,2017,F,28.51393549558253,0.8258031647788053,197.06938848794536,0.13223336717430237,262.7268519324275,1850.2344195725116,2189.3904327702294,339.1560131977178
